search;found_place;address;latitude;longitude;facility_label;Notes
Tempat pembuangan sampah Pulau Taliabu;Tempat pembuangan sampah TPS;2R2W+5RQ, Mandel, Kec. Bokan Kepulauan, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94892;-4.7507517;118.3886249;Other;Komplek perumahan
Tempat Pembuangan Sampah (TPS) Pulau Panggung (Sewa) Bengkulu Tengah;Bank Sampah Betandang;6774+H99, Pd. Besi, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu;-3.7860939;102.1839002;Other;Asosiasi/organisasi
TEMPAT PEMROSESAN AKHIR (TPA) MANDOBO Boven Digoel;Not Found;Not Found;-6.1389415;140.2133275;Not Found;Not Found
Tempat Pengolahan Akhir (TPA) Sampah Rantau Jaya Udik Sukadana Lampung Timur;TPA Sampah Sukadana;WHW8+MPQ, Rantau Jaya Udik, Kec. Sukadana, Kabupaten Lampung Timur, Lampung;-5.0532848;105.5668471;Other;Kantor Pemerintah
TPA Lampung Utara;Uptd TPA Alam Kari;5RJP+58V, Kotabumi Udik, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 34511;-4.81952;104.5474203;Other;Tempat Pembuangan Sampah
TPA Padangsidimpuan;Tempat Pembuangan Akhir (TPA) Batu Bola, Kota Padangsidimpuan;C7HQ+6FQ, Batunadua Julu, Kec. Padangsidimpuan Batunadua, Kota Padang Sidempuan, Sumatera Utara 22733;1.4174941;99.2678801;Other;Fasilitas penyimpanan barang
TPA TAMBUSAI TENGAH Rokan Hulu;Not Found;Not Found;1.0854734;100.22739;Not Found;Not Found
TPA AIR BELO AIR BELO Bangka Barat;Not Found;Not Found;-2.024778;105.231827;Not Found;Not Found
TPA Air Sebakul Bengkulu;Not Found;Not Found;-3.8403032;102.3603376;Not Found;Not Found
TPA Air upas Ketapang;Not Found;Not Found;-2.3993994;110.783006;Not Found;Not Found
TPA ALUE LIM Lhokseumawe;TPA ALue Lim;44HC+MMJ, Alue Lim, Kec. Blang Mangat, Kota Lhokseumawe, Aceh 24355;5.1292246;97.1216339;Other;Kantor Perusahaan
TPA Andoolo Konawe Selatan;TPA SAMPAH KONAWE SELATAN;J78G+XVV, Lapulu, Kec. Tinanggea, Kabupaten Konawe Selatan, Sulawesi Tenggara 93885;-4.3278397;122.1938111;Other;Kantor Perusahaan
TPA ANTARA Kuantan Singingi;Not Found;Not Found;-0.5024759;101.582391;Not Found;Not Found
TPA ASERA Konawe Utara;Tempat Pembuangan Akhir (TPA) Asera;G34Q+6M, Tangguluri, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara;-3.4944675;122.0891276;Other;Layanan Pengelolaan Limbah
TPA BABUR Raja Ampat;Not Found;Not Found;-0.5874;130.3201959;Not Found;Not Found
TPA Balai Kencana Pesisir Barat;Not Found;Not Found;-5.2382957;103.9893212;Not Found;Not Found
TPA Balang Takalar;TPA BALANG;GFRR+W84, Bontokadatto, Kec. Polombangkeng Sel., Kabupaten Takalar, Sulawesi Selatan 92252;-5.4577411;119.4908341;Other;Kantor Perusahaan
TPA Banggua Mandailing Natal;Tpa/ra nurul iman;XGR7+2WG, Huta Baringin, Kec. Siabu, Kabupaten Mandailing Natal, Sumatera Utara 22976;0.9900369;99.5154087;Other;Taman Kanak-kanak
TPA Bangkonol Serang;TPA Bangkonol Pandeglang;M4QM+M5R, Tegalongok, Kec. Koroncong, Kabupaten Pandeglang, Banten 42251;-6.3107731;106.1328777;Other;Tempat Pembuangan Sampah
TPA BATANG TERAP Serdang Bedagai;Not Found;Not Found;3.4827218;99.0611307;Not Found;Not Found
TPA Batota Bangalon Kutai Timur;TPA Sangatta Utara;HJJ2+4XG, Jl. Ahmad Yani, Singa Gembara, Kec. Sangatta Utara, Kabupaten Kutai Timur, Kalimantan Timur 75618;0.5803101;117.4582636;Other;Tempat Pembuangan Sampah
TPA Batu Napal Hariara Pintu Samosir;TPA Batu Napal;HH38+R2, Partungko Naginjang, Kec. Harian, Kabupaten Samosir, Sumatera Utara;2.5546;98.565049;Other;Not Found
TPA Batu Putih Sumbawa Barat;TPA Batu Putih;7RF6+92, Batu Putih, Kec. Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84455;-8.7265272;116.8100924;Other;Layanan Pengelolaan Limbah
TPA Batuboy Namlea Buru;TPA Batu Boy;P3R2+F4, Namlea, Kec. Namlea, Kabupaten Buru, Maluku;-3.2587848;127.0502617;Other;Tempat Pembuangan Sampah
TPA Blimbingsari Banyuwangi;TPA Sampah;Q85M+RP9, Dusun Krajan, Pendarungan, Kec. Kabat, Kabupaten Banyuwangi, Jawa Timur;-8.2404545;114.0459639;Other;Tempat Pembuangan Sampah
TPA BONTOA Bontoa Pangkajene dan Kepulauan;Not Found;Not Found;-4.8175789;119.6314182;Not Found;Not Found
TPA BORONG(MBO LOPI) Manggarai Timur;TPA Borong;4MX5+5GW, Tanah Rata, Kec. Kota Komba, Kabupaten Manggarai Timur, Nusa Tenggara Tim.;-8.8520159;120.6588376;Other;Sekolah
TPA Bukit Meusara Jantho Aceh Besar;Tempat Pembuangan Sampah Akhir Kota Jantho;7HVX+W6, Bukit Meusara, Kec. Kota Jantho, Kabupaten Aceh Besar, Aceh;5.2948004;95.5799835;Other;Kantor Pemerintah
TPA BUNGA BALI Lembata;TPA Sente;FF93+RQM, Dusun Sente, Pikat, Kec. Dawan, Kabupaten Klungkung, Bali 80761;-8.5304103;115.4544222;Other;Tempat Pembuangan Sampah
TPA Buol Buol;Not Found;Not Found;1.1061449;121.6890344;Not Found;Not Found
TPA CANDISARI Demak;TPA Candisari;XHJ6+9C2, Area Sawah/Kebun, Candisari, Kec. Mranggen, Kabupaten Demak, Jawa Tengah 59567;-7.0191163;110.5610016;Other;Tempat Pembuangan Sampah
TPA Cebak (Eks TPA) Cebak Kendal;TPA Sampah Darupono Baru;X787+WX8, Sawah, Darupono, Kec. Kaliwungu Sel., Kabupaten Kendal, Jawa Tengah 51372;-7.0077893;108.9710464;Other;Tempat Pembuangan Sampah
TPA Cikolotok Purwakarta;TPA Cikolotok purwakarta;CFHX+W74, Margasari, Kec. Pasawahan, Kabupaten Purwakarta, Jawa Barat 41171;-6.5702467;107.4982116;Other;Tempat Pembuangan Sampah
TPA CIMINYAK Ciamis;TPA Ciminyak kab. Ciamis;Dusun Jl. Ciminyak, Karyamulya, Kec. Cisaga, Kabupaten Ciamis, Jawa Barat 46386;-7.330647;108.5087304;Other;Kantor Perusahaan
TPA Dahegila Dahegila Pulau Morotai;Not Found;Not Found;2.070598;128.3034503;Not Found;Not Found
TPA Desa Gohong Pulang Pisau;TPA Gohong Kabupaten Pulang Pisau;87J2+8R5, Gohong, Kec. Kahayan Hilir, Kabupaten Pulang Pisau, Kalimantan Tengah 74816;-2.6692464;114.252096;Other;Tempat Pembuangan Sampah
TPA Desa Lembak Muara Enim;Not Found;Not Found;-3.3750739;104.3561496;Not Found;Not Found
TPA Desa Pulau Panggung Muara Enim;Kantor Kepala Desa Pulau Panggung;Pulau Panggung, Kec. Semendo Darat Laut, Kabupaten Muara Enim, Sumatera Selatan 31356;-4.122117;103.6123905;Other;Kantor Perusahaan
TPA Desa Tebat Agung Muara Enim;Not Found;Not Found;-3.5045256;103.9621966;Not Found;Not Found
TPA Desa Ujan Mas Baru Muara Enim;Not Found;Not Found;-3.53241;103.6980221;Not Found;Not Found
TPA DISTRIK PISUGI Jayawijaya;TPA PISUGI;WXQ7+93, Okoloma, Kec. Kurulu, Kabupaten Jayawijaya, Papua;-4.061556;138.962743;Other;Tempat Pembuangan Sampah
TPA GALANTI desa galanti Buton;TPA galanti;HWP7+2G9, Unnamed Road, Kaumbu, Kec. Wolowa, Kabupaten Buton, Sulawesi Tenggara 93754;-5.4149653;122.8958244;Other;Tempat Pembuangan Sampah
TPA GEDONG TATAAN TAMAN SARI Pesawaran;Not Found;Not Found;-5.3664;105.125518;Not Found;Not Found
TPA Gintangan Banyuwangi;TPA Sampah;Q85M+RP9, Dusun Krajan, Pendarungan, Kec. Kabat, Kabupaten Banyuwangi, Jawa Timur;-8.2404545;114.1901594;Other;Tempat Pembuangan Sampah
TPA Griyo Mulyo Desa Kupang Sidoarjo;Kantor TPA Griyo Mulyo Kab. Sidoarjo;Sawah, Balongtani, Kec. Jabon, Kabupaten Sidoarjo, Jawa Timur 61276;-7.547706;112.7637708;Other;Kantor Perusahaan
TPA Gurun Lima Puluh ;TPA Al-Hidayah Golang;7MV5+J29, Golang, Kuwiran, Kare, Area Kebun & Hutan, Kuwiran, Kec. Madiun, Kabupaten Madiun, Jawa Timur 63182;-7.7059684;111.6575952;Other;Sekolah
TPA Hanau Seruyan;Not Found;Not Found;-2.8628031;112.2788754;Not Found;Not Found
TPA HEULEUT Majalengka;TPA Kab Majalengka;657P+6JR, Heuleut, Kec. Kadipaten, Kabupaten Majalengka, Jawa Barat 45452;-6.7868957;108.1820073;Other;Tempat Pembuangan Sampah
TPA ISSO Desa Isso Maluku Tenggara;Not Found;Not Found;-5.7761126;132.7489437;Not Found;Not Found
TPA Jalupang Subang;TPA Jalupang;FH2Q+QM8, Unnamed Road, Jalupang, Kec. Kalijati, Kabupaten Subang, Jawa Barat 41272;-6.548083;107.589204;Other;Tempat Pembuangan Sampah
TPA Jambu Keling Rejang Lebong;Ponpes Tahfidz Al-Qur'an Imam Asy-Syafi'i Jambu keling;Bandung Marga, Kec. Bermani Ulu Raya, Kabupaten Rejang Lebong, Bengkulu;-3.4036615;102.5201373;Other;Sekolah Agama
TPA KADAMBER Fak Fak;TPA (Tempat Pembuangan Sampah);37RJ+FP8, Wrikapal, Distrik Fakfak, Kabupaten Fakfak, Papua Bar. 98651;-2.9088428;132.2773339;Other;Tempat Pembuangan Sampah
TPA Kalipasa Seram Bagian Barat;Not Found;Not Found;-2.4359885;128.2036725;Not Found;Not Found
TPA KARADIRI Nabire;Tempat Pembuangan Akhir;H92P+M5, Wanggar Makmur, Kec. Wanggar, Kabupaten Nabire, Papua;-3.448305;135.0970609;Other;Tempat Pembuangan Sampah
TPA Kendawangan Ketapang;TPA KENDAWANGAN;H69F+HH, Kendawangan Kiri, Kec. Kendawangan, Kabupaten Ketapang, Kalimantan Barat;-2.431117;110.1517852;Other;Tempat Pembuangan Sampah
TPA KEPENUHAN Rokan Hulu;Not Found;Not Found;1.1823448;100.6039089;Not Found;Not Found
TPA KERIAHEN DESA KERIAHEN Karo;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found
TPA KLEGEN Magelang;TPA Klegen;J863+3WV, Gg. Kiper, Kupen, Baleagung, Kec. Grabag, Kabupaten Magelang, Jawa Tengah 56196;-7.3897662;110.3047973;Other;Tempat Pembuangan Sampah
TPA KLOHI Pakpak Bharat;TPA KLOHI;H8JG+H6, Silima Kuta, Kec. Tinada, Kabupaten Pakpak Bharat, Sumatera Utara;2.5813889;98.3255556;Other;Tempat Pembuangan Sampah
TPA BAJAWA Ngada;TPA Kota Bajawa;62X4+263, Naru, Kec. Bajawa Utara, Kabupaten Ngada, Nusa Tenggara Tim.;-8.7724088;120.9830712;Other;Tempat Pembuangan Sampah
TPA DOBO Kepulauan Aru;Not Found;Not Found;-5.7808503;134.2214572;Not Found;Not Found
TPA Sampit Pasir Putih waringin Timur;Not Found;Not Found;-2.573824;112.778893;Not Found;Not Found
TPA TUAL Tual;TPA KOTA TUAL;9QVG+VQ6, Kel. Ketsoblak, Pulau Dullah Sel., Kota Tual, Maluku;-5.6053437;132.7768888;Other;Not Found
TPA KUNTO DARUSSALAM Rokan Hulu;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found
TPA Ladang Panjang Tebo;DTA NURUL IKHSAN dusun ladang panjang;H8MC+3M, Sarimulya, Kec. Rimbo Ilir, Kabupaten Tebo, Jambi 37553;-1.4172936;102.3211724;Other;Pusat Pendidikan
TPA Laindeha Watumbaka Sumba Timur;TPA LAINDEHA;78MP+443, Kambata Tana, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim.;-9.7172435;120.335287;Other;Museum
TPA LARA Kolaka Timur;TPA;WWV7+MX7, Lara, Kec. Tirawuta, Kabupaten Kolaka, Sulawesi Tenggara 93572;-4.0558285;121.9149191;Other;Not Found
TPA LELOWAI Belu;TPA Lelowai;RV3V+J5G, Naekasa, Kec. Tasifeto Bar., Kabupaten Belu, Nusa Tenggara Tim.;-9.195936;124.8929687;Other;Tempat Pembuangan Sampah
TPA Lobu Siregar Tapanuli Utara;Not Found;Not Found;1.9519507;99.1546111;Not Found;Not Found
TPA LONUO Bone Bolango;TPA LUNUO;H4W9+32F, Lonuo, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96126;0.5951792;123.1175596;Other;Not Found
TPA LORULUNG Kepulauan Tanimbar;TPA Lolurun;5962+XF8, Lorulun, Wer Tamrian, Kab. Kepulauan Tanimbar, Maluku;-7.837576;131.3511973;Other;Tempat Pembuangan Sampah
TPA LUBUK KAMAL Lampung Selatan;TPA Lubuk Kamal;8J88+XVW, Canggu, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551;-5.6825064;105.6172106;Other;Tempat Pembuangan Sampah
TPA Maba Halmahera Timur;Not Found;Not Found;0.8745095;128.3220641;Not Found;Not Found
TPA Magmagan Magmagan Karya Bengkayang;Not Found;Not Found;0.907216;109.4705201;Not Found;Not Found
TPA MAKBON Sorong;Kantor Tempat Pembuangan Akhir (TPA) Makbon;49F6+J9P, Matalamagi, Kec. Sorong Utara, Kota Sorong, Papua Bar. 98416;-0.8759046;131.3609412;Other;Tempat Pembuangan Sampah
TPA Marabose Halmahera Selatan;TPA Marabose;9GR9+2R6, Marabose, Kec. Bacan, Kabupaten Halmahera Selatan, Maluku Utara;-0.6099676;127.5195125;Other;Jasa Pembuangan Sampah
TPA Mataiwoi Mataiwoi Konawe;Not Found;Not Found;-3.9447354;122.0983003;Not Found;Not Found
TPA Meli Meli Luwu Utara;Not Found;Not Found;-2.5395771;120.2778787;Not Found;Not Found
TPA Nainggolan Pananggangan Samosir;TPA Batu Napal;HH38+R2, Partungko Naginjang, Kec. Harian, Kabupaten Samosir, Sumatera Utara;2.5546;98.4826515;Other;Tempat Pembuangan Sampah
TPA NANGA PINOH TANJUNG TENGANG Melawi;Not Found;Not Found;-0.3628993;111.711873;Not Found;Not Found
TPA NANGBELAWAN DESA NANGBELAWAN Karo;TPA desa nangbelawan;4F3J+RGV Nang Belawan, Rumah Kabanjahe, Kec. Kabanjahe, Kabupaten Karo, Sumatera Utara;3.1046078;98.4812928;Other;Tempat Pembuangan Sampah
TPA Nangkaleah Kabupaten Tasikmalaya Tasikmalaya;TPA Nangkaleah;J39P+GH5, Sukasukur, Kec. Mangunreja, Kabupaten Tasikmalaya, Jawa Barat 46462;-7.3812311;108.0864708;Other;Kantor Perusahaan
TPA NENAK Sintang;Tempat Pemprosesan Akhir (TPA) Nenak Kabupaten Sintang;2FJ4+7P7, Jl. sei ringin, Sungai Ukoi, Kec. Sungai Tebelian, Kabupaten Sintang, Kalimantan Barat 78661;0.0306523;111.4568001;Other;Tempat Pembuangan Sampah
TPA Ninabua ( SUDAH MELAKUKAN STUDI KELAYAKAN TPA SAMPAH TIOM Lanny Jaya;Not Found;Not Found;-3.9206955;138.4354495;Not Found;Not Found
TPA OMBUL Bangkalan;TPS Ombhul Arosbaya;2R3Q+42M, Kemedan, Batonaong, Kec. Arosbaya, Kabupaten Bangkalan, Jawa Timur 69121;-6.997172;112.8195117;Other;Tempat Pembuangan Sampah
TPA open Dumping Manggarai;TPA Winongo Kota Madiun;9GP3+79G, West Ring road, Winongo, Manguharjo, Madiun City, East Java 63125;-7.6143226;111.2150475;Other;Layanan Pengelolaan Limbah
TPA PABENTENGANG Gowa;TPA Pabentengang;MFRG+QP5, Pabentengan, Kec. Bajeng, Kabupaten Gowa, Sulawesi Selatan 92152;-5.3081189;119.4768464;Other;Kantor Perusahaan
TPA Paguan Paguan Bondowoso;TPA Taman Krocok;4V7H+64V, Jemb. Gantung, Paguan, Kec. Taman Krocok, Kabupaten Bondowoso, Jawa Timur;-7.8868908;113.8777824;Other;Tempat Pembuangan Sampah
TPA PALEMRAYA DESA PALEMRAYA Ogan Ilir;TPA Palmraya;RP34+63F, Unnamed Road, Pulau Negara, Kec. Pemulutan Bar., Kabupaten Ogan Ilir, Sumatera Selatan 30653;-3.1969282;104.7051639;Other;Tempat Pembuangan Sampah
TPA PANCA MULYA PANCA MULYA Tulang Bawang;TPA PANCA MULYA TULANG BAWANG LAMPUNG;M54W+Q93, Panca Mulia, Kec. Pagar Dewa, Kab. Tulang Bawang, Lampung 34682;-4.3431193;105.1959134;Other;Kantor Pemerintah
TPA Parmonangan Parmonangan Samosir;Not Found;Not Found;2.6060101;98.7326155;Not Found;Not Found
TPA Pasir Sembung Cianjur;Not Found;Not Found;-6.8562829;107.1326161;Not Found;Not Found
TPA Pasirbajing Bandung;TPA Pasir Bajing;VV4Q+63M, Kp Pasir Bajing, Sukaraja, Kec. Banyuresmi, Kabupaten Garut, Jawa Barat 44191;-7.1444;107.8876667;Other;Layanan Kebersihan
TPA PASURUHAN Magelang;TPA Pasuruhan;C692+VQ, Bojong, Pasuruhan, Kec. Mertoyudan, Kabupaten Magelang, Jawa Tengah 56172;-7.5803643;110.2019645;Other;Jasa Pembuangan Sampah
TPA PEDAN2 2023 Klaten;Not Found;Not Found;-7.7171063;110.6537602;Not Found;Not Found
TPA PENDAHARA BARU Katingan;Not Found;Not Found;-1.470939;112.9702044;Not Found;Not Found
TPA PT. PERTAMINA HULU ROKAN Dumai;Not Found;Not Found;1.652835;101.4531059;Not Found;Not Found
TPA Ransiki Manokwari Selatan;Not Found;Not Found;-1.5098708;134.1731092;Not Found;Not Found
TPA RASAU JAYA Kubu Raya;TPA Rasau;Q9PR+GHF, Jl. Sultan Agung, Rasau Jaya Satu, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391;-0.2136757;109.3553738;Other;Tempat Pembuangan Sampah
TPA Regional Aceh Besar;TPA Regional Blang Bintang, Aceh Besar;GF8G+JVC, Peurumping, Kec. Montasik, Kabupaten Aceh Besar, Aceh 23373;5.5165704;95.4771514;Other;Pusat Daur Ulang
TPA REGIONAL BANJAR BAKULA Banjar;TPA Sampah Regional Banjarbakula;Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733;-3.4931267;114.8814576;Other;Kantor Perusahaan
TPA REGIONAL BANJARBAKULA Banjarbaru;Zona 4;GW52+GQM, Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733;-3.4931267;114.899482;Other;Tempat Pembuangan Sampah
TPA Regional TPAS Sarimukti Bandung Barat;TPPAS Regional Sementara Sarimukti;58XX+PP7, Sarimukti, Kec. Cipatat, Kabupaten Bandung Barat, Jawa Barat 40554;-6.8007219;107.3493084;Other;Tempat Pembuangan Sampah
TPA RIANGKOLI Flores Timur;Not Found;Not Found;-8.3012649;123.0286572;Not Found;Not Found
TPA ROKAN IV KOTO Rokan Hulu;TPA Al-Hidayah;HC95+5RM, Unnamed Road, Rokan Koto Ruang, Kec. Rokan IV Koto, Kabupaten Rokan Hulu, Riau 28555;0.5679615;100.4095499;Other;Sekolah
TPA Sampah Melonguane Melonguane Barat Kepulauan Talaud;TPA Sampah Melonguane;2MJJ+75C, Melonguane Bar., Kec. Melonguane, Kabupaten Kepulauan Talaud, Sulawesi Utara;4.0302203;126.6804216;Other;Not Found
